id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,Image5,chart_link
67,SRK0069GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,35,20,13,Mineral,-,-0.038987,101.4047484,"49,81060173","0,035",,,,Okta,30/09/2021 10:11,50000,"1821,91",-,Approach 5,media/SRK_1_67.jpg,media/SRK_2_67.jpg,media/SRK_3_67.jpg,media/SRK_4_67.jpg,adopsipohonriau/67,
68,SRK0070GS,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,Least Concern,25,10,13,Mineral,-,-0.0390857,101.404864600000,"36,44412649","0,035",,,,Mardianto,30/09/2021 10:14,50000,"582,27",-,Approach 5,media/SRK_1_68.jpg,media/SRK_2_68.jpg,media/SRK_3_68.jpg,media/SRK_4_68.jpg,adopsipohonriau/68,
69,SRK0071GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,25,18,13,Mineral,-,-0.039013,101.404834,"50,13889457","0,035",,,,Okta,30/09/2021 10:20,50000,"551,01",-,Approach 5,media/SRK_1_69.jpg,media/SRK_2_69.jpg,media/SRK_3_69.jpg,media/SRK_4_69.jpg,adopsipohonriau/69,
70,SRK0072GD,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,21,17,13,Mineral,-,-0.0388717,101.404852700000,"44,96136181","0,035",,,,Mardianto,30/09/2021 10:24,50000,"370,78",-,Approach 5,media/SRK_1_70.jpg,media/SRK_2_70.jpg,media/SRK_3_70.jpg,media/SRK_4_70.jpg,adopsipohonriau/70,
71,SRK0073GS,Pisang Pisang,Alphonsea spp,Pohon Muda,icon/young_tree.svg,Least Concern,36,18,13,Mineral,-,-0.0388482,101.404779500000,"23,18081735","0,035",,,,Mardianto,30/09/2021 10:31,50000,"2109,95",-,Approach 5,media/SRK_1_71.jpg,media/SRK_2_71.jpg,media/SRK_3_71.jpg,media/SRK_4_71.jpg,adopsipohonriau/71,
72,SRK0074GS,Kayu Merah,Pterocarpus indicus,Pohon Muda,icon/young_tree.svg,Endangered,28,12,13,Mineral,-,-0.0388571,101.404765800000,"50,1433295","0,035",,,,Okta,30/09/2021 10:35,50000,"838,29",-,Approach 5,media/SRK_1_72.jpg,media/SRK_2_72.jpg,media/SRK_3_72.jpg,media/SRK_4_72.jpg,adopsipohonriau/72,
73,SRK0075GS,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,Least Concern,22,18,13,Mineral,-,-0.0387731,101.404921000000,"69,03814227","0,036",,,,Mardianto,30/09/2021 10:42,50000,"805,19",-,Approach 5,media/SRK_1_73.jpg,media/SRK_2_73.jpg,media/SRK_3_73.jpg,media/SRK_4_73.jpg,adopsipohonriau/73,
74,SRK0076GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,31,14,13,Mineral,-,-0.0388151,101.404923400000,"77,30536564","0,036",,,,Matdianto,30/09/2021 10:46,50000,"1014,99",-,Approach 5,media/SRK_1_74.jpg,media/SRK_2_74.jpg,media/SRK_3_74.jpg,media/SRK_4_74.jpg,adopsipohonriau/74,
75,SRK0078GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,31,20,13,Mineral,-,-0.0387479,101.404994500000,"37,1722007","0,036",,,,Mardianto,30/09/2021 10:53,50000,"929,34",-,Approach 5,media/SRK_1_75.jpg,media/SRK_2_75.jpg,media/SRK_3_75.jpg,media/SRK_4_75.jpg,adopsipohonriau/75,
76,SRK0078GS,Cempedak Hutan,Artocarpus heterophyllus,Pohon Dewasa,icon/mature_tree.svg,-,60,25,13,Mineral,-,-0.0386515,101.405042600000,"43,26453261","0,036",,,,Mardianto,30/09/2021 10:57,200000,"5524,96",-,Approach 5,media/SRK_1_76.jpg,media/SRK_2_76.jpg,media/SRK_3_76.jpg,media/SRK_4_76.jpg,adopsipohonriau/76,
77,SRK0080GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,26,20,13,Mineral,-,-0.0387476,101.404974500000,"58,38216085","0,036",,,,Mardianto,30/09/2021 11:03,50000,"1019,85",-,Approach 5,media/SRK_1_77.jpg,media/SRK_2_77.jpg,media/SRK_3_77.jpg,media/SRK_4_77.jpg,adopsipohonriau/77,
78,SRK0081GS,Arang Arang,Diospyros spp,Pohon Muda,icon/young_tree.svg,Vulnerable,28,19,13,Mineral,-,-0.0385676,101.404922000000,"55,13929563","0,036",,,,Mardianto,30/09/2021 11:15,50000,"1339,81",-,Approach 5,media/SRK_1_78.jpg,media/SRK_2_78.jpg,media/SRK_3_78.jpg,media/SRK_4_78.jpg,adopsipohonriau/78,
79,SRK0082GS,Meranti Kuning,Shorea macroptera,Pohon Muda,icon/young_tree.svg,Least Concern,21,17,13,Mineral,-,-0.0386594,101.405107400000,"45,58777711","0,036",,,,Mardianto,30/09/2021 11:20,50000,"435,77",-,Approach 5,media/SRK_1_79.jpg,media/SRK_2_79.jpg,media/SRK_3_79.jpg,media/SRK_4_79.jpg,adopsipohonriau/79,
80,SRK0083GS,Arang Arang,Diospyros spp,Pohon Muda,icon/young_tree.svg,Vulnerable,20,16,13,Mineral,-,-0.0387059,101.405123600000,"61,38259728","0,036",,,,Mardianto,30/09/2021 11:23,50000,"587,43",-,Approach 5,media/SRK_1_80.jpg,media/SRK_2_80.jpg,media/SRK_3_80.jpg,media/SRK_4_80.jpg,adopsipohonriau/80,
81,SRK0084GS,Arang Arang,Diospyros spp,Pohon Muda,icon/young_tree.svg,Vulnerable,25,12,13,Mineral,-,-0.0386501,101.405064400000,"49,13616583","0,036",,,,Okta,30/09/2021 11:29,50000,"685,78",-,Approach 5,media/SRK_1_81.jpg,media/SRK_2_81.jpg,media/SRK_3_81.jpg,media/SRK_4_81.jpg,adopsipohonriau/81,
82,SRK0086GS,Dara Dara,Myristica spp,Pohon Muda,icon/young_tree.svg,Least Concern,17,20,13,Mineral,-,-0.0385692,101.405007800000,"64,9131098","0,036",,,,Okta,30/09/2021 11:34,50000,"370,29",-,Approach 5,media/SRK_1_82.jpg,media/SRK_2_82.jpg,media/SRK_3_82.jpg,media/SRK_4_82.jpg,adopsipohonriau/82,
83,SRK0085GS,Pasir Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,21,20,13,Mineral,-,-0.0384449,101.405040700000,"76,68216883","0,036",,,,Mardianto,30/09/2021 11:40,50000,"732,65",-,Approach 5,media/SRK_1_83.jpg,media/SRK_2_83.jpg,media/SRK_3_83.jpg,media/SRK_4_83.jpg,adopsipohonriau/83,
84,SRK0087GS,Bentangor,Calophyllum spp,Pohon Muda,icon/young_tree.svg,Least Concern,25,20,13,Mineral,-,-0.0384298,101.405030800000,"69,04371854","0,036",,,,Mardianto,30/09/2021 11:44,50000,"907,74",-,Approach 5,media/SRK_1_84.jpg,media/SRK_2_84.jpg,media/SRK_3_84.jpg,media/SRK_4_84.jpg,adopsipohonriau/84,
85,SRK0088GS,Bentangor,Calophyllum spp,Pohon Muda,icon/young_tree.svg,Least Concern,18,20,13,Mineral,-,-0.0384254,101.405022200000,"67,72743965","0,036",,,,Marsianto,30/09/2021 11:47,50000,"478,05",-,Approach 5,media/SRK_1_85.jpg,media/SRK_2_85.jpg,media/SRK_3_85.jpg,media/SRK_4_85.jpg,adopsipohonriau/85,
86,SRK0089GS,Marsawa,Anisoptera Marginata,Pohon Muda,icon/young_tree.svg,Vulnerable,16,12,13,Mineral,-,-0.0384663,101.404833000000,"53,39066678","0,036",,,,Mardianto,30/09/2021 11:53,50000,"228,09",-,Approach 5,media/SRK_1_86.jpg,media/SRK_2_86.jpg,media/SRK_3_86.jpg,media/SRK_4_86.jpg,adopsipohonriau/86,
87,SRK0090GS,Marsawa,Anisoptera Marginata,Pohon Muda,icon/young_tree.svg,Vulnerable,15,15,13,Mineral,-,-0.0384395,101.404956500000,"52,95827151","0,036",,,,Mardianto,30/09/2021 11:57,50000,"250,02",-,Approach 5,media/SRK_1_87.jpg,media/SRK_2_87.jpg,media/SRK_3_87.jpg,media/SRK_4_87.jpg,adopsipohonriau/87,
88,SRK0091GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,21,10,13,Mineral,-,-0.0380271,101.404886800000,"59,80834002","0,036",,,,Mardianto,30/09/2021 12:02,50000,"220,9",-,Approach 5,media/SRK_1_88.jpg,media/SRK_2_88.jpg,media/SRK_3_88.jpg,media/SRK_4_88.jpg,adopsipohonriau/88,
89,SRK0092GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,14,8,13,Mineral,-,-0.0381271,101.404957300000,"54,43885233","0,036",,,,Mardianto,30/09/2021 12:05,50000,"80,52",-,Approach 5,media/SRK_1_89.jpg,media/SRK_2_89.jpg,media/SRK_3_89.jpg,media/SRK_4_89.jpg,adopsipohonriau/89,
90,SRK0093GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,17,17,13,Mineral,-,-0.0381316,101.404958700000,"52,59751275","0,036",,,,Mardianto,30/09/2021 12:08,50000,"245,46",-,Approach 5,media/SRK_1_90.jpg,media/SRK_2_90.jpg,media/SRK_3_90.jpg,media/SRK_4_90.jpg,adopsipohonriau/90,
91,SRK0094GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,33,20,13,Mineral,-,-0.0379997,101.404706600000,"64,06572318","0,036",,,,Mardianto,30/09/2021 12:22,50000,"1049,97",-,Approach 5,media/SRK_1_91.jpg,media/SRK_2_91.jpg,media/SRK_3_91.jpg,media/SRK_4_91.jpg,adopsipohonriau/91,
92,SRK0095GS,Arang Arang,Diospyros spp,Pohon Muda,icon/young_tree.svg,Vulnerable,18,15,13,Mineral,-,-0.0377705,101.405005500000,"64,94278773","0,036",,,,Mardianto,30/09/2021 14:50,50000,"449,04",-,Approach 5,media/SRK_1_92.jpg,media/SRK_2_92.jpg,media/SRK_3_92.jpg,media/SRK_4_92.jpg,adopsipohonriau/92,
93,SRK0096GS,Medang,Alseodaphne sp,Pohon Muda,icon/young_tree.svg,Vulnerable,19,18,13,Mineral,-,-0.0377753,101.404987200000,"61,88020914","0,036",,,,Mardianto,30/09/2021 14:54,50000,"491,61",-,Approach 5,media/SRK_1_93.jpg,media/SRK_2_93.jpg,media/SRK_3_93.jpg,media/SRK_4_93.jpg,adopsipohonriau/93,
94,SRK0097GS,Medang,Alseodaphne sp,Pohon Muda,icon/young_tree.svg,Vulnerable,38,18,13,Mineral,-,-0.0378861,101.405009000000,"53,85684324","0,036",,,,Mardianto,30/09/2021 14:59,50000,"1902,09",-,Approach 5,media/SRK_1_94.jpg,media/SRK_2_94.jpg,media/SRK_3_94.jpg,media/SRK_4_94.jpg,adopsipohonriau/94,
95,SRK0098GS,Arang Arang,Diospyros spp,Pohon Muda,icon/young_tree.svg,Vulnerable,23,20,13,Mineral,-,-0.0378899,101.404939800000,"61,84021907","0,036",,,,Mardianto,30/09/2021 15:03,50000,"959,46",-,Approach 5,media/SRK_1_95.jpg,media/SRK_2_95.jpg,media/SRK_3_95.jpg,media/SRK_4_95.jpg,adopsipohonriau/95,
96,SRK0099GS,Meranti,Shorea sp,Pohon Dewasa,icon/mature_tree.svg,-,42,25,13,Mineral,-,-0.0379605,101.404953700000,"77,26689217","0,036",,,,Mardianto,30/09/2021 15:07,200000,"3233,5",-,Approach 5,media/SRK_1_96.jpg,media/SRK_2_96.jpg,media/SRK_3_96.jpg,media/SRK_4_96.jpg,adopsipohonriau/96,
97,SRK0100GS,Kapinus,Sloetia elongata,Pohon Muda,icon/young_tree.svg,-,21,15,13,Mineral,-,-0.0379302,101.404955200000,"70,33105154","0,036",,,,Mardianto,30/09/2021 15:11,50000,"740,42",-,Approach 5,media/SRK_1_97.jpg,media/SRK_2_97.jpg,media/SRK_3_97.jpg,media/SRK_4_97.jpg,adopsipohonriau/97,
98,SRK0101GS,Rengas,Gluta aptera,Pohon Dewasa,icon/mature_tree.svg,-,90,20,13,Mineral,-,-0.0383172,101.404322800000,"50,4245799","0,035",,,,Fahrizal,10/01/2021 8:00,200000,"12353,62",-,Approach 5,media/SRK_1_98.jpg,media/SRK_2_98.jpg,media/SRK_3_98.jpg,media/SRK_4_98.jpg,adopsipohonriau/98,
99,SRK0102GS,Bentangor,Calophyllum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,16,13,Mineral,-,-0.0382931,101.404285900000,"54,06131175","0,035",,,,Fahrizal,10/01/2021 8:25,200000,"1917,57",-,Approach 5,media/SRK_1_99.jpg,media/SRK_2_99.jpg,media/SRK_3_99.jpg,media/SRK_4_99.jpg,adopsipohonriau/99,
100,SRK0103GS,Sendok-Sendok,Endospermum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,"40,1",12,13,Mineral,-,-0.0383394,101.404393500000,"61,64831432","0,035",,,,Fahrizal,10/01/2021 8:35,200000,"889,63",-,Approach 5,media/SRK_1_100.jpg,media/SRK_2_100.jpg,media/SRK_3_100.jpg,media/SRK_4_100.jpg,adopsipohonriau/100,
101,SRK0104GS,Sendok-Sendok,Endospermum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,14,13,Mineral,-,-0.0383371,101.404392000000,"61,63614785","0,035",,,,Fahrizal,10/01/2021 8:49,200000,"1029,04",-,Approach 5,media/SRK_1_101.jpg,media/SRK_2_101.jpg,media/SRK_3_101.jpg,media/SRK_4_101.jpg,adopsipohonriau/101,
102,SRK0105GS,Sendok-Sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Least Concern,20,10,13,Mineral,-,-0.0383467,101.404440000000,"60,97196206","0,035",,,,Adep,10/01/2021 9:01,50000,"191,51",-,Approach 5,media/SRK_1_102.jpg,media/SRK_2_102.jpg,media/SRK_3_102.jpg,media/SRK_4_102.jpg,adopsipohonriau/102,
103,SRK0106GS,Meranti Putih,Shorea javanica,Pohon Muda,icon/young_tree.svg,Endangered,24,9,13,Mineral,-,-0.0385599,101.404423000000,"66,37985372","0,035",,,,Adep,10/01/2021 9:06,50000,"377,44",-,Approach 5,media/SRK_1_103.jpg,media/SRK_2_103.jpg,media/SRK_3_103.jpg,media/SRK_4_103.jpg,adopsipohonriau/103,
104,SRK0107GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,36,14,13,Mineral,-,-0.0385495,101.404664500000,"56,81132987","0,035",,,,Adep,10/01/2021 9:25,50000,"878,53",-,Approach 5,media/SRK_1_104.jpg,media/SRK_2_104.jpg,media/SRK_3_104.jpg,media/SRK_4_104.jpg,adopsipohonriau/104,
105,SRK0108GS,Pasir-Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,7,6,13,Mineral,-,-0.0388196,101.404649500000,"63,48228034","0,035",,,,Adep,10/01/2021 9:40,50000,"26,5",-,Approach 5,media/SRK_1_105.jpg,media/SRK_2_105.jpg,media/SRK_3_105.jpg,media/SRK_4_105.jpg,adopsipohonriau/105,
106,SRK0109GS,Meranti Putih,Shorea javanica,Pohon Muda,icon/young_tree.svg,Endangered,24,14,13,Mineral,-,-0.0388338,101.404870000000,"26,56253928","0,035",,,,Adek Lphd,10/01/2021 9:43,50000,"580,93",-,Approach 5,media/SRK_1_106.jpg,media/SRK_2_106.jpg,media/SRK_3_106.jpg,media/SRK_4_106.jpg,adopsipohonriau/106,
107,SRK0110GS,Meranti Putih,Shorea javanica,Pohon Muda,icon/young_tree.svg,Endangered,10,10,13,Mineral,-,-0.0387859,101.404774200000,"52,01447364","0,035",,,,Adek Lphd,10/01/2021 9:50,50000,"75,74",-,Approach 5,media/SRK_1_107.jpg,media/SRK_2_107.jpg,media/SRK_3_107.jpg,media/SRK_4_107.jpg,adopsipohonriau/107,
108,SRK0111GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,8,6,13,Mineral,-,-0.0387853,101.404783800000,"46,89597075","0,035",,,,Adek Lphd,10/01/2021 10:00,50000,"31,55",-,Approach 5,media/SRK_1_108.jpg,media/SRK_2_108.jpg,media/SRK_3_108.jpg,media/SRK_4_108.jpg,adopsipohonriau/108,
109,SRK0112GS,Pasir-Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,33,16,13,Mineral,-,-0.0387682,101.404767900000,"51,57677406","0,035",,,,Adek Lphd,10/01/2021 10:10,50000,"1423,9",-,Approach 5,media/SRK_1_109.jpg,media/SRK_2_109.jpg,media/SRK_3_109.jpg,media/SRK_4_109.jpg,adopsipohonriau/109,
110,SRK0113GS,Kedondong,Spondias dulcis,Pohon Muda,icon/young_tree.svg,-,27,18,13,Mineral,-,-0.0385645,101.404829900000,"51,9051345","0,035",,,,Adep Lphd,10/01/2021 10:15,50000,"521,54",-,Approach 5,media/SRK_1_110.jpg,media/SRK_2_110.jpg,media/SRK_3_110.jpg,media/SRK_4_110.jpg,adopsipohonriau/110,
111,SRK0114GS,Medang,Alseodaphne sp,Pohon Muda,icon/young_tree.svg,Vulnerable,18,14,13,Mineral,-,-0.0385797,101.404922100000,"37,91081127","0,036",,,,Adep,10/01/2021 10:25,50000,"346,15",-,Approach 5,media/SRK_1_111.jpg,media/SRK_2_111.jpg,media/SRK_3_111.jpg,media/SRK_4_111.jpg,adopsipohonriau/111,
112,SRK0115GS,Ambacang,Mangifera foetida,Pohon Muda,icon/young_tree.svg,Least Concern,25,10,13,Mineral,-,-0.0386314,101.404863800000,"61,85087646","0,035",,,,Adep Lphd,10/01/2021 10:30,50000,"469,72",-,Approach 5,media/SRK_1_112.jpg,media/SRK_2_112.jpg,media/SRK_3_112.jpg,media/SRK_4_112.jpg,adopsipohonriau/112,
113,SRK0116GS,Medang Kuning,Alseodaphne umbelliflora,Pohon Muda,icon/young_tree.svg,Least Concern,22,12,13,Mineral,-,-0.0386714,101.404945600000,"59,72016629","0,036",,,,Adep Lphd,10/01/2021 10:45,50000,"440,59",-,Approach 5,media/SRK_1_113.jpg,media/SRK_2_113.jpg,media/SRK_3_113.jpg,media/SRK_4_113.jpg,adopsipohonriau/113,
114,SRK0117GS,Pasir-Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,28,13,13,Mineral,-,-0.0387213,101.404987300000,"66,7869897","0,036",,,,Adep Lphd,10/01/2021 10:55,50000,"843,69",-,Approach 5,media/SRK_1_114.jpg,media/SRK_2_114.jpg,media/SRK_3_114.jpg,media/SRK_4_114.jpg,adopsipohonriau/114,
115,SRK0118GS,Sendok-Sendok,Endospermum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,20,13,Mineral,-,-0.0385325,101.404898700000,"72,07817644","0,036",,,,Adep Lphd,10/01/2021 11:05,200000,"1529,51",-,Approach 5,media/SRK_1_115.jpg,media/SRK_2_115.jpg,media/SRK_3_115.jpg,media/SRK_4_115.jpg,adopsipohonriau/115,
116,SRK0119GS,Pulai,Alstonia spp,Pohon Muda,icon/young_tree.svg,Least Concern,34,18,13,Mineral,-,-0.0385402,101.404724800000,"71,17183059","0,035",,,,Adep Lphd,10/01/2021 11:13,50000,"1147,35",-,Approach 5,media/SRK_1_116.jpg,media/SRK_2_116.jpg,media/SRK_3_116.jpg,media/SRK_4_116.jpg,adopsipohonriau/116,
117,SRK0120GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,23,17,13,Mineral,-,-0.0384836,101.404779300000,"69,13008468","0,035",,,,Adep Lphd,10/01/2021 11:24,50000,"442,83",-,Approach 5,media/SRK_1_117.jpg,media/SRK_2_117.jpg,media/SRK_3_117.jpg,media/SRK_4_117.jpg,adopsipohonriau/117,
118,SRK0121GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,25,17,13,Mineral,-,-0.038412,101.4047912,"54,91096353","0,035",,,,Adep Lphd,10/01/2021 11:30,50000,"521,11",-,Approach 5,media/SRK_1_118.jpg,media/SRK_2_118.jpg,media/SRK_3_118.jpg,media/SRK_4_118.jpg,adopsipohonriau/118,
119,SRK0122GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,30,19,13,Mineral,-,-0.0384917,101.404674200000,"44,48874951","0,035",,,,Adep Lphd,10/01/2021 11:36,50000,"829,15",-,Approach 5,media/SRK_1_119.jpg,media/SRK_2_119.jpg,media/SRK_3_119.jpg,media/SRK_4_119.jpg,adopsipohonriau/119,
120,SRK0123GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,27,20,13,Mineral,-,-0.0382798,101.404702200000,"71,17602753","0,035",,,,Adep Lphd,10/01/2021 11:43,50000,"709,67",-,Approach 5,media/SRK_1_120.jpg,media/SRK_2_120.jpg,media/SRK_3_120.jpg,media/SRK_4_120.jpg,adopsipohonriau/120,
121,SRK0124GS,Meranti,Shorea sp,Pohon Dewasa,icon/mature_tree.svg,-,43,23,13,Mineral,-,-0.0385218,101.404906200000,"63,23795053","0,036",,,,Adep Lphd,10/01/2021 11:47,200000,"3120,89",-,Approach 5,media/SRK_1_121.jpg,media/SRK_2_121.jpg,media/SRK_3_121.jpg,media/SRK_4_121.jpg,adopsipohonriau/121,
122,SRK0125GS,Mendarahan,Myristica iners,Pohon Muda,icon/young_tree.svg,Least Concern,21,18,13,Mineral,-,-0.0382956,101.404947900000,"29,41645955","0,036",,,,Adep Lphd,10/01/2021 11:52,50000,"494,05",-,Approach 5,media/SRK_1_122.jpg,media/SRK_2_122.jpg,media/SRK_3_122.jpg,media/SRK_4_122.jpg,adopsipohonriau/122,
123,SRK0126GS,Mempening,Quercus argentata,Pohon Muda,icon/young_tree.svg,Least Concern,20,15,13,Mineral,-,-0.0383261,101.404986400000,"68,4393175","0,036",,,,Adep Lphd,09/01/2021 13:35,50000,"602,42",-,Approach 5,media/SRK_1_123.jpg,media/SRK_2_123.jpg,media/SRK_3_123.jpg,media/SRK_4_123.jpg,adopsipohonriau/123,
124,SRK0127GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,11,14,13,Mineral,-,-0.0383518,101.404966500000,"50,97841415","0,036",,,,Adep Lphd,10/01/2021 13:45,50000,"134,31",-,Approach 5,media/SRK_1_124.jpg,media/SRK_2_124.jpg,media/SRK_3_124.jpg,media/SRK_4_124.jpg,adopsipohonriau/124,
125,SRK0128GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,31,20,13,Mineral,-,-0.0383886,101.405024400000,"71,29885097","0,036",,,,Adep Lphd,10/01/2021 13:53,50000,"929,34",-,Approach 5,media/SRK_1_125.jpg,media/SRK_2_125.jpg,media/SRK_3_125.jpg,media/SRK_4_125.jpg,adopsipohonriau/125,
126,SRK0129GS,Mempening,Quercus argentata,Pohon Muda,icon/young_tree.svg,Least Concern,19,14,13,Mineral,-,-0.0383204,101.405046800000,"71,47527824","0,036",,,,Adep Lphd,10/01/2021 15:11,50000,"509,53",-,Approach 5,media/SRK_1_126.jpg,media/SRK_2_126.jpg,media/SRK_3_126.jpg,media/SRK_4_126.jpg,adopsipohonriau/126,
127,SRK0130GS,Jangkang,Sterculia foetida,Pohon Muda,icon/young_tree.svg,-,9,8,13,Mineral,-,-0.0381179,101.404806500000,"64,32564281","0,036",,,,Adep Lphd,10/01/2021 14:19,50000,"46,1",-,Approach 5,media/SRK_1_127.jpg,media/SRK_2_127.jpg,media/SRK_3_127.jpg,media/SRK_4_127.jpg,adopsipohonriau/127,
128,SRK0131GS,Ridan,Nephelium mangayi,Pohon Muda,icon/young_tree.svg,-,27,20,13,Mineral,-,-0.0380028,101.404792500000,"36,81010346","0,036",,,,Adep Lphd,10/01/2021 14:25,50000,"493,44",-,Approach 5,media/SRK_1_128.jpg,media/SRK_2_128.jpg,media/SRK_3_128.jpg,media/SRK_4_128.jpg,adopsipohonriau/128,
129,SRK0132GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,9,8,13,Mineral,-,-0.0380174,101.404771800000,"51,54896126","0,036",,,,Adep Lphd,10/01/2021 14:54,50000,"33,99",-,Approach 5,media/SRK_1_129.jpg,media/SRK_2_129.jpg,media/SRK_3_129.jpg,media/SRK_4_129.jpg,adopsipohonriau/129,
130,SRK0133GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,11,8,13,Mineral,-,-0.0380018,101.404793900000,"54,08992299","0,036",,,,Adep Lphd,10/01/2021 15:16,50000,"50,29",-,Approach 5,media/SRK_1_130.jpg,media/SRK_2_130.jpg,media/SRK_3_130.jpg,media/SRK_4_130.jpg,adopsipohonriau/130,
131,SRK0134GS,Selusui,Cinnamomum spp,Pohon Muda,icon/young_tree.svg,Least Concern,10,8,13,Mineral,-,-0.0380002,101.404785600000,"54,96872752","0,036",,,,Adep Lphd,10/01/2021 15:23,50000,"51,32",-,Approach 5,media/SRK_1_131.jpg,media/SRK_2_131.jpg,media/SRK_3_131.jpg,media/SRK_4_131.jpg,adopsipohonriau/131,
132,SRK0136GS,Pasir-Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,35,18,13,Mineral,-,-0.0377958,101.404970900000,"59,69544299","0,036",,,,Adep Lphd,10/01/2021 15:59,50000,"1791,79",-,Approach 5,media/SRK_1_132.jpg,media/SRK_2_132.jpg,media/SRK_3_132.jpg,media/SRK_4_132.jpg,adopsipohonriau/132,
